BASIN,WELLNAME,LATITUDE,LONGITUDE
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Bn     42-1,47.32154,-103.54324
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Legaard     14-33,48.89636,-103.81307
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Anderson-state 30     1,48.74065,-103.98294
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Txc-wittmayer     1-29,48.74789,-103.96649
Williston,Olson     24-1,48.67133,-103.02365
Williston,Borgen 11-24     1,48.93596,-103.48406
Williston,Borgen 11-24     1,48.93596,-103.48406
Williston,Borgen 11-24     1,48.93596,-103.48406
Williston,State-henning     32-14-1,48.94682,-103.49507
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Torgeson     34-15-1,48.93958,-103.51708
Williston,Torgeson     34-15-1,48.93958,-103.51708
Williston,Torgeson     34-15-1,48.93958,-103.51708
Williston,Torgeson     34-15-1,48.93958,-103.51708
Williston,Anderson-state 30     2,48.7479,-103.98293
Williston,Anderson-state 30     2,48.7479,-103.98293
Williston,Anderson-state 30     2,48.7479,-103.98293
Williston,Anderson-state 30     2,48.7479,-103.98293
Williston,Anderson-state 30     2,48.7479,-103.98293
Williston,Anderson-state 30     2,48.7479,-103.98293
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Constantine     41-32,48.90546,-103.8213
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Germany 34-14     1,48.67849,-103.30635
Williston,Wildrose C     35-1,48.7331,-103.35842
Williston,Wildrose C     35-1,48.7331,-103.35842
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Glasoe     1-36,48.72587,-103.09029
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Leininger 24-18     1,48.93992,-103.85155
Williston,Blue Rock     29-11,48.74061,-103.82939
Williston,Blue Rock     29-11,48.74061,-103.82939
Williston,Blue Rock     29-11,48.74061,-103.82939
Williston,Blue Rock     29-11,48.74061,-103.82939
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Sigvaldson     1,48.71106,-103.32828
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Kirsch State     1-29,47.09447,-103.13598
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Txpoc-norris     1-25,48.82395,-103.86215
Williston,Leininger 44-9     2,48.95445,-103.79655
Williston,Leininger 44-9     2,48.95445,-103.79655
Williston,Leininger 44-9     2,48.95445,-103.79655
Williston,Leininger 44-9     2,48.95445,-103.79655
Williston,Leininger 44-9     2,48.95445,-103.79655
Williston,Leininger 44-9     2,48.95445,-103.79655
Williston,T. L. Montgomery     1,48.80913,-103.12308
Williston,T. L. Montgomery     1,48.80913,-103.12308
Williston,T. L. Montgomery     1,48.80913,-103.12308
Williston,T. L. Montgomery     1,48.80913,-103.12308
Williston,Tangedal 33     4,48.98345,-103.9446
Williston,Tangedal 33     4,48.98345,-103.9446
Williston,Tangedal 33     4,48.98345,-103.9446
Williston,Big Elk Creek Bn     7-29,47.26341,-103.63341
Williston,Tangedal 33     4,48.98345,-103.9446
Williston,Wehrman     14-24-1,48.92538,-103.87855
Williston,Wehrman     14-24-1,48.92538,-103.87855
Williston,Wehrman     14-24-1,48.92538,-103.87855
Williston,Wehrman     14-24-1,48.92538,-103.87855
Williston,Wehrman     14-24-1,48.92538,-103.87855
Williston,Wehrman     14-24-1,48.92538,-103.87855
Williston,Wehrman     14-24-1,48.92538,-103.87855
Williston,Beverly Casteel     1,48.89615,-103.24355
Williston,Beverly Casteel     1,48.89615,-103.24355
Williston,Big Elk Creek Bn     7-29,47.26341,-103.63341
Williston,Beverly Casteel     1,48.89615,-103.24355
Williston,Wrolson     1,48.7188,-103.62156
Williston,Wrolson     1,48.7188,-103.62156
Williston,Wrolson     1,48.7188,-103.62156
Williston,Wrolson     1,48.7188,-103.62156
Williston,Wrolson     1,48.7188,-103.62156
Williston,Wrolson     1,48.7188,-103.62156
Williston,Wrolson     1,48.7188,-103.62156
Williston,Wrolson     1,48.7188,-103.62156
Williston,State     1-44-6,48.96887,-103.70919
Williston,Big Elk Creek Bn     7-29,47.26341,-103.63341
Williston,State     1-44-6,48.96887,-103.70919
Williston,State     1-44-6,48.96887,-103.70919
Williston,State     1-44-6,48.96887,-103.70919
Williston,State     1-44-6,48.96887,-103.70919
Williston,State     1-44-6,48.96887,-103.70919
Williston,State     1-44-6,48.96887,-103.70919
Williston,State     1-44-6,48.96887,-103.70919
Williston,Ahab 23-30     1,48.9145,-103.72014
Williston,Ahab 23-30     1,48.9145,-103.72014
Williston,Ahab 23-30     1,48.9145,-103.72014
Williston,Bullsnake-steffan     41-35,47.0801,-103.05647
Williston,Ahab 23-30     1,48.9145,-103.72014
Williston,Pederson     3-33,48.71111,-103.06736
Williston,Pederson     3-33,48.71111,-103.06736
Williston,Pederson     3-33,48.71111,-103.06736
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,Bullsnake-steffan     41-35,47.0801,-103.05647
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,Smithberg     1,48.87433,-103.05216
Williston,City Henning 11-13     1,48.95044,-103.48405
Williston,Brockmier 11-25     1,48.92175,-103.87856
Williston,Brockmier 11-25     1,48.92175,-103.87856
Williston,Brockmier 11-25     1,48.92175,-103.87856
Williston,Brockmier 11-25     1,48.92175,-103.87856
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Bullsnake-steffan     41-35,47.0801,-103.05647
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Boe 42-17     1,48.77304,-103.55554
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Bullsnake-steffan     41-35,47.0801,-103.05647
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Swenson     32-43,48.63873,-102.97578
Williston,Wehrman     1,48.9508,-103.86201
Williston,Wehrman     1,48.9508,-103.86201
Williston,Wehrman     1,48.9508,-103.86201
Williston,Wehrman     1,48.9508,-103.86201
Williston,Bullsnake-steffan     41-35,47.0801,-103.05647
Williston,Wehrman     1,48.9508,-103.86201
Williston,Wehrman     1,48.9508,-103.86201
Williston,Wehrman     1,48.9508,-103.86201
Williston,Wehrman     1,48.9508,-103.86201
Williston,Wehrman     1,48.9508,-103.86201
Williston,Bublitz     42-22-1,48.93234,-103.51158
Williston,Bublitz     42-22-1,48.93234,-103.51158
Williston,Bublitz     42-22-1,48.93234,-103.51158
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Bullsnake-steffan     41-35,47.0801,-103.05647
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Clara Kostek Nct-1     1,48.95406,-103.06296
Williston,Oakmont State     1,48.95082,-103.80205
Williston,Oakmont State     1,48.95082,-103.80205
Williston,Oakmont State     1,48.95082,-103.80205
Williston,Bullsnake-steffan     41-35,47.0801,-103.05647
Williston,Oakmont State     1,48.95082,-103.80205
Williston,Oakmont State     1,48.95082,-103.80205
Williston,Oakmont State     1,48.95082,-103.80205
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Repetowski     A-1,47.14159,-103.083
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Mosser     32-30-1,48.91812,-103.71465
Williston,Swampy-mosser     21-9,48.92892,-103.66523
Williston,Swampy-mosser     21-9,48.92892,-103.66523
Williston,Susan     3-25-1,48.91634,-103.73889
Williston,Archie S. Peterson     1,48.90344,-103.33108
Williston,Archie S. Peterson     1,48.90344,-103.33108
Williston,Archie S. Peterson     1,48.90344,-103.33108
Williston,Archie S. Peterson     1,48.90344,-103.33108
Williston,Repetowski     A-1,47.14159,-103.083
Williston,Obrien Swd  1-7,48.7802,-103.33113
Williston,Obrien Swd  1-7,48.7802,-103.33113
Williston,Obrien Swd  1-7,48.7802,-103.33113
Williston,Pederson 12-19     2,48.93239,-103.59395
Williston,Pederson 12-19     2,48.93239,-103.59395
Williston,Pederson 12-19     2,48.93239,-103.59395
Williston,Pederson 12-19     2,48.93239,-103.59395
Williston,Pass     21-13,48.66812,-103.88228
Williston,Pass     21-13,48.66812,-103.88228
Williston,Pass     21-13,48.66812,-103.88228
Williston,Repetowski     A-1,47.14159,-103.083
Williston,Pass     21-13,48.66812,-103.88228
Williston,Pass     21-13,48.66812,-103.88228
Williston,Pass     21-13,48.66812,-103.88228
Williston,P. E. Rosenquist A     1,48.90696,-103.1118
Williston,P. E. Rosenquist A     1,48.90696,-103.1118
Williston,P. E. Rosenquist A     1,48.90696,-103.1118
Williston,Bakken     1,48.73312,-103.04108
Williston,Bakken     1,48.73312,-103.04108
Williston,Bakken     1,48.73312,-103.04108
Williston,Repetowski     A-1,47.14159,-103.083
Williston,Bakken     1,48.73312,-103.04108
Williston,Bakken     1,48.73312,-103.04108
Williston,Bakken     1,48.73312,-103.04108
Williston,Bakken     1,48.73312,-103.04108
Williston,Bakken     1,48.73312,-103.04108
Williston,Wildrose State     3-36,48.7331,-103.34746
Williston,Wildrose State     3-36,48.7331,-103.34746
Williston,Wildrose State     3-36,48.7331,-103.34746
Williston,Cogc 16-160-103 State     1,48.68627,-104.01284
Williston,Cogc 16-160-103 State     1,48.68627,-104.01284
Williston,Elkhorn Ranch Federal     1-30,47.26735,-103.52263
Williston,Cogc 16-160-103 State     1,48.68627,-104.01284
Williston,Cogc 16-160-103 State     1,48.68627,-104.01284
Williston,Cogc 16-160-103 State     1,48.68627,-104.01284
Williston,Cogc 16-160-103 State     1,48.68627,-104.01284
Williston,Cogc 16-160-103 State     1,48.68627,-104.01284
Williston,Martin     1,48.72588,-103.04108
Williston,Martin     1,48.72588,-103.04108
Williston,Martin     1,48.72588,-103.04108
Williston,Martin     1,48.72588,-103.04108
Williston,Martin     1,48.72588,-103.04108
Williston,Elkhorn Ranch Federal     1-30,47.26735,-103.52263
Williston,Wsp     21-30,48.74761,-103.063
Williston,Wsp     21-30,48.74761,-103.063
Williston,Wsp     21-30,48.74761,-103.063
Williston,Wsp     21-30,48.74761,-103.063
Williston,Wsp     21-30,48.74761,-103.063
Williston,Wsp     21-30,48.74761,-103.063
Williston,Wsp     21-30,48.74761,-103.063
Williston,Wsp     21-30,48.74761,-103.063
Williston,Skor     1,48.7185,-103.04002
Williston,Skor     1,48.7185,-103.04002
Williston,Skor     1,48.7185,-103.04002
Williston,Skor     1,48.7185,-103.04002
Williston,Skor     1,48.7185,-103.04002
Williston,Skor     1,48.7185,-103.04002
Williston,Skor     1,48.7185,-103.04002
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Bakken     19-15,48.75123,-103.05753
Williston,Roestel     1,,
Williston,Bhp Kermit     13-32,48.89608,-103.04665
Williston,Wildrose State     2-36,48.7331,-103.34199
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Wildrose State     2-36,48.7331,-103.34199
Williston,Wildrose State     2-36,48.7331,-103.34199
Williston,20401 Jv-p Ssu  123h,48.66768,-102.92668
Williston,20401 Jv-p Ssu  123h,48.66768,-102.92668
Williston,20401 Jv-p Ssu  123h,48.66768,-102.92668
Williston,20401 Jv-p Ssu  123h,48.66768,-102.92668
Williston,20401 Jv-p Ssu  123h,48.66768,-102.92668
Williston,20401 Jv-p Ssu  123h,48.66768,-102.92668
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Anderson  11-17,48.8635,-103.44071
Williston,Stoneview-stonewall Unit     814,48.68578,-102.91037
Williston,Stoneview-stonewall Unit     814,48.68578,-102.91037
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Stoneview-stonewall Unit     814,48.68578,-102.91037
Williston,Stoneview-stonewall Unit     814,48.68578,-102.91037
Williston,Stoneview-stonewall Unit     814,48.68578,-102.91037
Williston,Stoneview-stonewall Unit     1511,48.69302,-102.91582
Williston,Stoneview-stonewall Unit     1511,48.69302,-102.91582
Williston,Stoneview-stonewall Unit     1511,48.69302,-102.91582
Williston,Stoneview-stonewall Unit     1511,48.69302,-102.91582
Williston,Stoneview-stonewall Unit     1511,48.69302,-102.91582
Williston,Kjelshus     1,48.70749,-102.91038
Williston,Kjelshus     1,48.70749,-102.91038
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Kjelshus     1,48.70749,-102.91038
Williston,Kjelshus     1,48.70749,-102.91038
Williston,Kjelshus     1,48.70749,-102.91038
Williston,Kjelshus     1,48.70749,-102.91038
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Anker     1,48.71113,-103.02908
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Camp Davis State     1-16,48.77295,-103.02467
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Little Knife     36-4,47.2534,-103.05108
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Rjl Dudley Kimberly     14-18 Swd,48.93956,-103.06301
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Johnson     1-4,48.79651,-102.97813
Williston,Schilke     14-1,48.68935,-103.31183
Williston,Rindel  3-9 Hd,48.87795,-103.15034
Williston,Points  2-11h,48.96858,-103.23784
Williston,Nordstog  14-23-161-98h,48.76568,-103.35842
Williston,Strom  25-36-163-99h,48.9106,-103.46758
Williston,Strom  25-36-163-99h,48.9106,-103.46758
Williston,Zimmerman  1-13h,48.7766,-102.95899
Williston,Miller  24-25-162-96h,48.83811,-103.07358
Williston,Haugland  16-21-163-98h,48.93962,-103.40231
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Wenstad  15-162-97h,48.85261,-103.24905
Williston,Ingvald Mork Trust  17b-2-1h,48.68979,-103.51314
Williston,Sandberg  36-163-98h,48.90706,-103.35278
Williston,Larson   11-162-99h,48.87801,-103.50612
Williston,Glasoe  1-18h,48.77659,-103.06839
Williston,Trigger  1-31h,48.64644,-103.90959
Williston,Torgeson  3-30h,48.92152,-103.58855
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Aarestad  4-34h,48.64593,-103.20873
Williston,Eagle  22-15-163-95h,48.92513,-102.9971
Williston,Nova  4-9-163-98h,48.97945,-103.40786
Williston,Legaard  4-25h,48.92179,-103.74712
Williston,Cpeusc Aldag  36-35-164n-100w,48.98674,-103.59931
Williston,Edward Lockwood Jr.     1,47.57558,-102.55909
Williston,Edward Lockwood Jr.     1,47.57558,-102.55909
Williston,Edward Lockwood Jr.     1,47.57558,-102.55909
Williston,Edward Lockwood Jr.     1,47.57558,-102.55909
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Edward Lockwood Jr.     1,47.57558,-102.55909
Williston,Edward Lockwood Jr.     1,47.57558,-102.55909
Williston,Angus Kennedy     F32-24-d,47.71195,-102.52227
Williston,Angus Kennedy     F32-24-d,47.71195,-102.52227
Williston,Angus Kennedy     F32-24-d,47.71195,-102.52227
Williston,Angus Kennedy     F32-24-d,47.71195,-102.52227
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Bell Thornley Clarke     1,47.3841,-102.30394
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Solomon Bird Bear     F-22-22-1,47.71202,-102.31368
Williston,Walter Hamann     1,47.04096,-102.23202
Williston,Hans Creek Unit     1,47.47804,-102.24547
Williston,Hans Creek Unit     1,47.47804,-102.24547
Williston,Clarence Danielson - B. N. D.     1,47.62297,-103.07588
Williston,Board Of Univ. And School Lands     1,47.50406,-102.86243
Williston,Cogc/ladd 9-141-101 Bn     1j,47.05025,-103.4851
Williston,Board Of Univ. And School Lands     1,47.50406,-102.86243
Williston,Board Of Univ. And School Lands     1,47.50406,-102.86243
